header,program_time,temp,height1,height2,height3,air_pressure1,air_pressure2
243,3582919,26.526336669921875,303,303,303,100497.4921875,100499.0
243,3584681,26.518325805664062,303,303,303,100499.234375,100500.6171875
243,3584681,26.537017822265625,303,303,303,100500.703125,100500.296875
243,3585856,26.579742431640625,303,303,303,100501.3046875,100500.875
243,3586868,26.582412719726562,303,303,303,100501.0234375,100502.484375
243,3587885,26.59576416015625,303,303,303,100502.3046875,100502.9375
243,3588895,26.609115600585938,303,303,303,100501.0859375,100501.109375
243,3589905,26.61712646484375,303,303,303,100500.2265625,100501.9140625
243,3590920,26.598434448242188,303,303,303,100503.0703125,100502.09375
243,3592899,26.601104736328125,303,303,303,100502.015625,100503.0390625
243,3593919,26.561050415039062,303,303,303,100501.8125,100501.3515625
243,3594939,26.59576416015625,303,303,303,100504.15625,100504.34375
243,3596935,26.6278076171875,303,303,303,100503.484375,100503.1640625
243,3598923,26.566390991210938,303,303,303,100501.5859375,100503.0859375
243,3600922,26.518325805664062,303,303,303,100503.28125,100502.1484375
243,3602921,26.363449096679688,303,303,303,100501.890625,100500.9609375
243,3604912,26.368789672851562,303,303,303,100503.21875,100502.2578125
243,3605930,26.368789672851562,303,303,303,100500.3515625,100500.8515625
243,3607919,26.366119384765625,303,303,303,100499.4921875,100500.546875
243,3608936,26.374130249023438,303,303,303,100502.6328125,100503.453125
243,3610927,26.299362182617188,303,303,303,100501.03125,100500.390625
243,3612915,26.272659301757812,303,303,303,100503.8203125,100501.5
243,3614901,26.312713623046875,303,303,303,100503.4609375,100503.7265625
243,3615923,26.33941650390625,303,303,303,100502.109375,100504.0703125
243,3616938,26.320724487304688,303,303,303,100506.0703125,100504.6015625
243,3618931,26.280670166015625,303,303,303,100502.09375,100503.09375
243,3620932,26.205902099609375,303,303,303,100502.1796875,100503.53125
243,3622787,26.155166625976562,303,303,303,100504.734375,100506.5703125
243,3623861,26.123123168945312,303,303,303,100503.4140625,100503.4921875
243,3624892,26.139144897460938,303,303,303,100500.2421875,100502.0703125
243,3625905,26.099090576171875,303,303,303,100504.8203125,100502.203125
243,3626918,26.107101440429688,303,303,303,100501.4921875,100502.2890625
243,3627935,26.01898193359375,303,303,303,100500.75,100500.4140625
243,3629923,26.091079711914062,303,303,303,100502.4609375,100501.6640625
243,3630938,26.069717407226562,303,303,303,100498.6328125,100500.828125
243,3632933,26.112442016601562,303,303,303,100500.2578125,100502.4296875
243,3634918,26.045684814453125,303,303,303,100501.03125,100500.1640625
243,3636905,25.994949340820312,303,303,303,100500.46875,100502.2890625
243,3637921,25.941543579101562,303,303,303,100502.1015625,100501.15625
243,3639912,25.786666870117188,303,303,303,100501.59375,100502.421875
243,3640930,25.71990966796875,303,303,303,100501.03125,100501.140625
243,3641952,25.647811889648438,303,303,303,100500.734375,100499.9453125
243,3643937,25.6878662109375,303,303,303,100501.7890625,100504.0546875
243,3645923,25.682525634765625,303,303,303,100502.46875,100501.921875
243,3647721,25.711898803710938,303,303,303,100499.2265625,100497.6953125
243,3648930,25.690536499023438,303,303,303,100497.8359375,100497.453125
243,3650916,25.674514770507812,303,303,303,100499.8671875,100502.2578125
243,3652902,25.618438720703125,303,303,303,100502.40625,100503.28125
243,3653918,25.573043823242188,303,303,303,100503.1484375,100502.7734375
243,3655908,25.578384399414062,303,303,303,100504.640625,100504.1796875
243,3656921,25.554351806640625,303,303,303,100503.15625,100502.8515625
243,3658904,25.6451416015625,303,303,303,100504.0078125,100504.9765625
243,3659918,25.599746704101562,303,303,303,100503.71875,100504.5390625
243,3661907,25.615768432617188,303,303,303,100501.4453125,100502.4921875
243,3662920,25.6451416015625,303,303,303,100504.109375,100504.9140625
243,3663935,25.63446044921875,303,303,303,100506.140625,100506.3359375
243,3665920,25.546340942382812,303,303,303,100501.734375,100503.4140625
243,3666933,25.479583740234375,303,303,303,100502.9140625,100507.3671875
243,3668930,25.362091064453125,303,303,303,100501.7109375,100501.78125
243,3670915,25.300674438476562,303,303,303,100504.4375,100502.515625
243,3672909,25.2392578125,303,303,303,100505.0078125,100502.5703125
243,3674902,25.236587524414062,303,303,303,100504.5859375,100503.7265625
243,3675930,25.252609252929688,303,303,303,100504.515625,100503.3203125
243,3677803,25.252609252929688,303,303,303,100507.1328125,100505.6171875
243,3678866,25.268630981445312,303,303,303,100505.6640625,100504.8828125
243,3679890,25.276641845703125,303,303,303,100504.9765625,100503.9296875
