header,program_time,unixEpoch,latitude,longitude,altitude,groundSpeed,heading
241,533650,1684527674,35.1242446,138.6308997,13462,8,18843380
241,535634,1684527675,35.1242442,138.6309,13457,6,18843380
241,536656,1684527677,35.1242437,138.6309007,13376,2,18843380
241,538653,1684527678,35.1242435,138.6309011,13340,12,18843380
241,539675,1684527680,35.1242433,138.6309016,13261,5,18843380
241,541448,1684527681,35.1242439,138.6309016,13253,64,18843380
241,542582,1684527682,35.124244,138.6309019,13230,9,18843380
241,543602,1684527683,35.124244,138.6309023,13191,18,18843380
241,544617,1684527684,35.1242439,138.6309029,13210,8,18843380
241,545638,1684527685,35.1242441,138.6309032,13210,19,18843380
